id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 3 gen 1985 ageLiq 64;2041;26306,69799;56;42524,77731;161,70%;78,74%;;161,65;21045,35839;
Cas 3 gen 1985 ageLiq 64;2042;26698,86973;57;43911,63105;164,50%;78,74%;;164,47;21359,09579;
Cas 3 gen 1985 ageLiq 64;2043;27076,30095;58;45312,18964;167,40%;78,74%;;167,35;21661,04076;
Cas 3 gen 1985 ageLiq 64;2044;27347,84343;59;46567,90779;170,30%;78,74%;;170,28;21878,27474;
Cas 3 gen 1985 ageLiq 64;2045;27665,01498;60;47932,40495;173,30%;78,74%;;173,26;22132,01198;
Cas 3 gen 1985 ageLiq 64;2046;0;61;0;176,30%;78,74%;;176,29;0;
Cas 3 gen 1985 ageLiq 64;2047;0;62;0;179,40%;78,74%;;179,38;0;
Cas 3 gen 1985 ageLiq 64;2048;0;63;0;182,50%;78,74%;;182,52;0;
Cas 3 gen 1985 ageLiq 64;2049;0;64;0;185,70%;78,74%;;185,71;0;
Cas 3 gen 1986 ageLiq 64;2010;20691,25226;24;19596,68501;94,70%;78,55%;;94,71;16553,00181;
Cas 3 gen 1986 ageLiq 64;2011;20831,23118;25;20145,88367;96,70%;78,55%;;96,71;16664,98494;
Cas 3 gen 1986 ageLiq 64;2012;21144,88681;26;20848,85839;98,60%;78,55%;;98,6;16915,90945;
Cas 3 gen 1986 ageLiq 64;2013;21530,55201;27;21414,28703;99,50%;78,55%;;99,46;17224,44161;
Cas 3 gen 1986 ageLiq 64;2014;22104,36809;28;22095,52634;100,00%;78,55%;;99,96;17683,49447;
Cas 3 gen 1986 ageLiq 64;2015;22692,63434;29;22692,63434;100,00%;78,55%;;100;18154,10747;
Cas 3 gen 1986 ageLiq 64;2016;23333,7628;30;23375,76358;100,20%;78,55%;;100,18;18667,01024;
Cas 3 gen 1986 ageLiq 64;2017;23687,02874;31;23976,01049;101,20%;78,55%;;101,22;18949,62299;
Cas 3 gen 1986 ageLiq 64;2018;23776,23034;32;24510,91586;103,10%;78,55%;;103,09;19020,98427;
Cas 3 gen 1986 ageLiq 64;2019;24048,21851;33;25065,45815;104,20%;78,55%;;104,23;19238,57481;
Cas 3 gen 1986 ageLiq 64;2020;23145,15834;34;24239,92433;104,70%;78,55%;;104,73;18516,12667;
Cas 3 gen 1986 ageLiq 64;2021;23907,79323;35;25449,84589;106,50%;78,55%;;106,45;19126,23458;
Cas 3 gen 1986 ageLiq 64;2022;23975,56788;36;26855,03358;112,00%;78,55%;;112,01;19180,45431;
Cas 3 gen 1986 ageLiq 64;2023;24088,01301;37;28296,18889;117,50%;78,55%;;117,47;19270,41041;
Cas 3 gen 1986 ageLiq 64;2024;24334,4433;38;29301,10318;120,40%;78,55%;;120,41;19467,55464;
Cas 3 gen 1986 ageLiq 64;2025;24550,54575;39;30067,05338;122,50%;78,55%;;122,47;19640,4366;
Cas 3 gen 1986 ageLiq 64;2026;24690,10406;40;30766,33866;124,60%;78,55%;;124,61;19752,08324;
Cas 3 gen 1986 ageLiq 64;2027;24870,06552;41;31532,75607;126,80%;78,55%;;126,79;19896,05242;
Cas 3 gen 1986 ageLiq 64;2028;25218,54872;42;32534,44971;129,00%;78,55%;;129,01;20174,83898;
Cas 3 gen 1986 ageLiq 64;2029;25651,8484;43;33673,1814;131,30%;78,55%;;131,27;20521,47872;
Cas 3 gen 1986 ageLiq 64;2030;6512,285798;44;8697,808912;133,60%;78,55%;;133,56;5209,828639;
Cas 3 gen 1986 ageLiq 64;2031;0;45;0;135,90%;78,55%;;135,9;0;
Cas 3 gen 1986 ageLiq 64;2032;0;46;0;138,30%;78,55%;;138,28;0;
Cas 3 gen 1986 ageLiq 64;2033;5725,349968;47;8055,567406;140,70%;78,55%;;140,7;4580,279975;
Cas 3 gen 1986 ageLiq 64;2034;22929,49969;48;32825,87176;143,20%;78,55%;;143,16;18343,59975;
Cas 3 gen 1986 ageLiq 64;2035;23292,25974;49;33929,83476;145,70%;78,55%;;145,67;18633,80779;
Cas 3 gen 1986 ageLiq 64;2036;23467,2139;50;34783,10444;148,20%;78,55%;;148,22;18773,77112;
Cas 3 gen 1986 ageLiq 64;2037;23900,98184;51;36045,07072;150,80%;78,55%;;150,81;19120,78547;
Cas 3 gen 1986 ageLiq 64;2038;24906,25887;52;38218,65423;153,50%;78,55%;;153,45;19925,00709;
Cas 3 gen 1986 ageLiq 64;2039;25242,97069;53;39411,85015;156,10%;78,55%;;156,13;20194,37656;
Cas 3 gen 1986 ageLiq 64;2040;26207,24112;54;41635,44396;158,90%;78,55%;;158,87;20965,79289;
Cas 3 gen 1986 ageLiq 64;2041;26179,94062;55;42319,87401;161,70%;78,55%;;161,65;20943,9525;
Cas 3 gen 1986 ageLiq 64;2042;26650,52452;56;43832,11768;164,50%;78,55%;;164,47;21320,41961;
Cas 3 gen 1986 ageLiq 64;2043;27046,11906;57;45261,68024;167,40%;78,55%;;167,35;21636,89525;
Cas 3 gen 1986 ageLiq 64;2044;27428,52397;58;46705,29061;170,30%;78,55%;;170,28;21942,81917;
Cas 3 gen 1986 ageLiq 64;2045;27703,86716;59;47999,72024;173,30%;78,55%;;173,26;22163,09373;
Cas 3 gen 1986 ageLiq 64;2046;28025,74281;60;49406,582;176,30%;78,55%;;176,29;22420,59425;
Cas 3 gen 1986 ageLiq 64;2047;0;61;0;179,40%;78,55%;;179,38;0;
Cas 3 gen 1986 ageLiq 64;2048;0;62;0;182,50%;78,55%;;182,52;0;
Cas 3 gen 1986 ageLiq 64;2049;0;63;0;185,70%;78,55%;;185,71;0;
Cas 3 gen 1986 ageLiq 64;2050;0;64;0;189,00%;78,55%;;188,96;0;
Cas 3 gen 1987 ageLiq 64;2011;20520,06232;24;19844,95227;96,70%;78,37%;;96,71;16416,04986;
Cas 3 gen 1987 ageLiq 64;2012;20736,57828;25;20446,26618;98,60%;78,37%;;98,6;16589,26262;
Cas 3 gen 1987 ageLiq 64;2013;21083,03316;26;20969,18479;99,50%;78,37%;;99,46;16866,42653;
Cas 3 gen 1987 ageLiq 64;2014;21565,73093;27;21557,10464;100,00%;78,37%;;99,96;17252,58474;
Cas 3 gen 1987 ageLiq 64;2015;22361,11032;28;22361,11032;100,00%;78,37%;;100;17888,88825;
Cas 3 gen 1987 ageLiq 64;2016;22931,08582;29;22972,36177;100,20%;78,37%;;100,18;18344,86865;
Cas 3 gen 1987 ageLiq 64;2017;23555,22104;30;23842,59474;101,20%;78,37%;;101,22;18844,17683;
Cas 3 gen 1987 ageLiq 64;2018;23633,28621;31;24363,55476;103,10%;78,37%;;103,09;18906,62897;
Cas 3 gen 1987 ageLiq 64;2019;23957,89058;32;24971,30935;104,20%;78,37%;;104,23;19166,31246;
Cas 3 gen 1987 ageLiq 64;2020;23074,42172;33;24165,84187;104,70%;78,37%;;104,73;18459,53738;
Cas 3 gen 1987 ageLiq 64;2021;23734,71635;34;25265,60556;106,50%;78,37%;;106,45;18987,77308;
Cas 3 gen 1987 ageLiq 64;2022;23839,82736;35;26702,99062;112,00%;78,37%;;112,01;19071,86189;
Cas 3 gen 1987 ageLiq 64;2023;23902,48233;36;28078,24599;117,50%;78,37%;;117,47;19121,98586;
Cas 3 gen 1987 ageLiq 64;2024;24152,39873;37;29081,90331;120,40%;78,37%;;120,41;19321,91899;
Cas 3 gen 1987 ageLiq 64;2025;24483,93823;38;29985,47915;122,50%;78,37%;;122,47;19587,15058;
Cas 3 gen 1987 ageLiq 64;2026;24683,89023;39;30758,59561;124,60%;78,37%;;124,61;19747,11218;
Cas 3 gen 1987 ageLiq 64;2027;24770,31194;40;31406,27851;126,80%;78,37%;;126,79;19816,24955;
Cas 3 gen 1987 ageLiq 64;2028;25136,25792;41;32428,28635;129,00%;78,37%;;129,01;20109,00634;
Cas 3 gen 1987 ageLiq 64;2029;25533,04317;42;33517,22576;131,30%;78,37%;;131,27;20426,43453;
Cas 3 gen 1987 ageLiq 64;2030;25943,21318;43;34649,75552;133,60%;78,37%;;133,56;20754,57054;
Cas 3 gen 1987 ageLiq 64;2031;6578,578848;44;8940,288655;135,90%;78,37%;;135,9;5262,863079;
Cas 3 gen 1987 ageLiq 64;2032;0;45;0;138,30%;78,37%;;138,28;0;
Cas 3 gen 1987 ageLiq 64;2033;0;46;0;140,70%;78,37%;;140,7;0;
Cas 3 gen 1987 ageLiq 64;2034;5791,816026;47;8291,563823;143,20%;78,37%;;143,16;4633,452821;
Cas 3 gen 1987 ageLiq 64;2035;23199,2295;48;33794,31762;145,70%;78,37%;;145,67;18559,3836;
Cas 3 gen 1987 ageLiq 64;2036;23574,17541;49;34941,64279;148,20%;78,37%;;148,22;18859,34033;
Cas 3 gen 1987 ageLiq 64;2037;23756,78912;50;35827,61367;150,80%;78,37%;;150,81;19005,43129;
Cas 3 gen 1987 ageLiq 64;2038;24199,86412;51;37134,6915;153,50%;78,37%;;153,45;19359,8913;
Cas 3 gen 1987 ageLiq 64;2039;25226,07389;52;39385,46916;156,10%;78,37%;;156,13;20180,85911;
Cas 3 gen 1987 ageLiq 64;2040;25570,18179;53;40623,34781;158,90%;78,37%;;158,87;20456,14543;
Cas 3 gen 1987 ageLiq 64;2041;26548,31638;54;42915,35343;161,70%;78,37%;;161,65;21238,65311;
Cas 3 gen 1987 ageLiq 64;2042;26522,11043;55;43620,91503;164,50%;78,37%;;164,47;21217,68835;
Cas 3 gen 1987 ageLiq 64;2043;26997,14505;56;45179,72225;167,40%;78,37%;;167,35;21597,71604;
Cas 3 gen 1987 ageLiq 64;2044;27397,94946;57;46653,22833;170,30%;78,37%;;170,28;21918,35956;
Cas 3 gen 1987 ageLiq 64;2045;27785,59803;58;48141,32714;173,30%;78,37%;;173,26;22228,47842;
Cas 3 gen 1987 ageLiq 64;2046;28065,10159;59;49475,96759;176,30%;78,37%;;176,29;22452,08127;
Cas 3 gen 1987 ageLiq 64;2047;28390,13505;60;50926,22426;179,40%;78,37%;;179,38;22712,10804;
Cas 3 gen 1987 ageLiq 64;2048;0;61;0;182,50%;78,37%;;182,52;0;
Cas 3 gen 1987 ageLiq 64;2049;0;62;0;185,70%;78,37%;;185,71;0;
Cas 3 gen 1987 ageLiq 64;2050;0;63;0;189,00%;78,37%;;188,96;0;
Cas 3 gen 1987 ageLiq 64;2051;0;64;0;192,30%;78,37%;;192,27;0;
Cas 3 gen 1988 ageLiq 64;2012;20426,82331;24;20140,84779;98,60%;78,20%;;98,6;16341,45865;
Cas 3 gen 1988 ageLiq 64;2013;20675,91903;25;20564,26907;99,50%;78,20%;;99,46;16540,73522;
Cas 3 gen 1988 ageLiq 64;2014;21117,48087;26;21109,03388;100,00%;78,20%;;99,96;16893,9847;
Cas 3 gen 1988 ageLiq 64;2015;21816,21689;27;21816,21689;100,00%;78,20%;;100;17452,97351;
Cas 3 gen 1988 ageLiq 64;2016;22596,07818;28;22636,75112;100,20%;78,20%;;100,18;18076,86254;
Cas 3 gen 1988 ageLiq 64;2017;23148,72229;29;23431,1367;101,20%;78,20%;;101,22;18518,97783;
Cas 3 gen 1988 ageLiq 64;2018;23501,77757;30;24227,98249;103,10%;78,20%;;103,09;18801,42205;
Cas 3 gen 1988 ageLiq 64;2019;23813,8543;31;24821,18034;104,20%;78,20%;;104,23;19051,08344;
Cas 3 gen 1988 ageLiq 64;2020;22987,75148;32;24075,07213;104,70%;78,20%;;104,73;18390,20119;
Cas 3 gen 1988 ageLiq 64;2021;23662,17792;33;25188,38839;106,50%;78,20%;;106,45;18929,74233;
Cas 3 gen 1988 ageLiq 64;2022;23667,24251;34;26509,67834;112,00%;78,20%;;112,01;18933,79401;
Cas 3 gen 1988 ageLiq 64;2023;23767,15559;35;27919,27767;117,50%;78,20%;;117,47;19013,72447;
Cas 3 gen 1988 ageLiq 64;2024;23966,37213;36;28857,90869;120,40%;78,20%;;120,41;19173,09771;
Cas 3 gen 1988 ageLiq 64;2025;24300,7753;37;29761,15951;122,50%;78,20%;;122,47;19440,62024;
Cas 3 gen 1988 ageLiq 64;2026;24616,92093;38;30675,14517;124,60%;78,20%;;124,61;19693,53674;
Cas 3 gen 1988 ageLiq 64;2027;24764,07792;39;31398,3744;126,80%;78,20%;;126,79;19811,26234;
Cas 3 gen 1988 ageLiq 64;2028;25035,43665;40;32298,21682;129,00%;78,20%;;129,01;20028,34932;
Cas 3 gen 1988 ageLiq 64;2029;25449,72614;41;33407,8555;131,30%;78,20%;;131,27;20359,78091;
Cas 3 gen 1988 ageLiq 64;2030;25823,0585;42;34489,27693;133,60%;78,20%;;133,56;20658,4468;
Cas 3 gen 1988 ageLiq 64;2031;26207,30704;43;35615,73027;135,90%;78,20%;;135,9;20965,84564;
Cas 3 gen 1988 ageLiq 64;2032;6638,813145;44;9180,150817;138,30%;78,20%;;138,28;5311,050516;
Cas 3 gen 1988 ageLiq 64;2033;0;45;0;140,70%;78,20%;;140,7;0;
Cas 3 gen 1988 ageLiq 64;2034;0;46;0;143,20%;78,20%;;143,16;0;
Cas 3 gen 1988 ageLiq 64;2035;5859,94771;47;8536,18583;145,70%;78,20%;;145,67;4687,958168;
Cas 3 gen 1988 ageLiq 64;2036;23480,01919;48;34802,08445;148,20%;78,20%;;148,22;18784,01535;
Cas 3 gen 1988 ageLiq 64;2037;23865,07049;49;35990,9128;150,80%;78,20%;;150,81;19092,05639;
Cas 3 gen 1988 ageLiq 64;2038;24053,86826;50;36910,66085;153,50%;78,20%;;153,45;19243,09461;
Cas 3 gen 1988 ageLiq 64;2039;24510,60851;51;38268,41306;156,10%;78,20%;;156,13;19608,48681;
Cas 3 gen 1988 ageLiq 64;2040;25553,06596;52;40596,15589;158,90%;78,20%;;158,87;20442,45277;
Cas 3 gen 1988 ageLiq 64;2041;25902,96602;53;41872,14457;161,70%;78,20%;;161,65;20722,37281;
Cas 3 gen 1988 ageLiq 64;2042;26895,30084;54;44234,70129;164,50%;78,20%;;164,47;21516,24067;
Cas 3 gen 1988 ageLiq 64;2043;26867,0608;55;44962,02625;167,40%;78,20%;;167,35;21493,64864;
Cas 3 gen 1988 ageLiq 64;2044;27348,33837;56;46568,75058;170,30%;78,20%;;170,28;21878,6707;
Cas 3 gen 1988 ageLiq 64;2045;27754,62548;57;48087,66411;173,30%;78,20%;;173,26;22203,70039;
Cas 3 gen 1988 ageLiq 64;2046;28147,89816;58;49621,92966;176,30%;78,20%;;176,29;22518,31853;
Cas 3 gen 1988 ageLiq 64;2047;28430,00558;59;50997,744;179,40%;78,20%;;179,38;22744,00446;
Cas 3 gen 1988 ageLiq 64;2048;28760,0128;60;52492,77536;182,50%;78,20%;;182,52;23008,01024;
Cas 3 gen 1988 ageLiq 64;2049;0;61;0;185,70%;78,20%;;185,71;0;
Cas 3 gen 1988 ageLiq 64;2050;0;62;0;189,00%;78,20%;;188,96;0;
Cas 3 gen 1988 ageLiq 64;2051;0;63;0;192,30%;78,20%;;192,27;0;
Cas 3 gen 1988 ageLiq 64;2052;0;64;0;195,60%;78,20%;;195,63;0;
Cas 3 gen 1989 ageLiq 64;2013;20367,07017;24;20257,08799;99,50%;78,03%;;99,46;16293,65613;
Cas 3 gen 1989 ageLiq 64;2014;20709,70155;25;20701,41767;100,00%;78,03%;;99,96;16567,76124;
Cas 3 gen 1989 ageLiq 64;2015;21362,76041;26;21362,76041;100,00%;78,03%;;100;17090,20833;
Cas 3 gen 1989 ageLiq 64;2016;22045,45908;27;22085,1409;100,20%;78,03%;;100,18;17636,36726;
Cas 3 gen 1989 ageLiq 64;2017;22810,53513;28;23088,82366;101,20%;78,03%;;101,22;18248,4281;
Cas 3 gen 1989 ageLiq 64;2018;23096,20111;29;23809,87372;103,10%;78,03%;;103,09;18476,96089;
Cas 3 gen 1989 ageLiq 64;2019;23681,34087;30;24683,06159;104,20%;78,03%;;104,23;18945,0727;
Cas 3 gen 1989 ageLiq 64;2020;22849,54774;31;23930,33135;104,70%;78,03%;;104,73;18279,63819;
Cas 3 gen 1989 ageLiq 64;2021;23573,3;32;25093,77785;106,50%;78,03%;;106,45;18858,64;
Cas 3 gen 1989 ageLiq 64;2022;23594,91029;33;26428,65902;112,00%;78,03%;;112,01;18875,92823;
Cas 3 gen 1989 ageLiq 64;2023;23595,09684;34;27717,16025;117,50%;78,03%;;117,47;18876,07747;
Cas 3 gen 1989 ageLiq 64;2024;23830,68367;35;28694,52621;120,40%;78,03%;;120,41;19064,54694;
Cas 3 gen 1989 ageLiq 64;2025;24113,60587;36;29531,93311;122,50%;78,03%;;122,47;19290,8847;
Cas 3 gen 1989 ageLiq 64;2026;24432,76316;37;30445,66618;124,60%;78,03%;;124,61;19546,21053;
Cas 3 gen 1989 ageLiq 64;2027;24696,89107;38;31313,18819;126,80%;78,03%;;126,79;19757,51286;
Cas 3 gen 1989 ageLiq 64;2028;25029,13591;39;32290,08823;129,00%;78,03%;;129,01;20023,30873;
Cas 3 gen 1989 ageLiq 64;2029;25347,64754;40;33273,85693;131,30%;78,03%;;131,27;20278,11804;
Cas 3 gen 1989 ageLiq 64;2030;25738,79512;41;34376,73477;133,60%;78,03%;;133,56;20591,0361;
Cas 3 gen 1989 ageLiq 64;2031;26085,92923;42;35450,77782;135,90%;78,03%;;135,9;20868,74338;
Cas 3 gen 1989 ageLiq 64;2032;26447,26445;43;36571,27728;138,30%;78,03%;;138,28;21157,81156;
Cas 3 gen 1989 ageLiq 64;2033;6714,459362;44;9447,244322;140,70%;78,03%;;140,7;5371,567489;
Cas 3 gen 1989 ageLiq 64;2034;0;45;0;143,20%;78,03%;;143,16;0;
Cas 3 gen 1989 ageLiq 64;2035;0;46;0;145,70%;78,03%;;145,67;0;
Cas 3 gen 1989 ageLiq 64;2036;5930,873036;47;8790,740014;148,20%;78,03%;;148,22;4744,698429;
Cas 3 gen 1989 ageLiq 64;2037;23769,75242;48;35847,16363;150,80%;78,03%;;150,81;19015,80194;
Cas 3 gen 1989 ageLiq 64;2038;24163,5037;49;37078,89643;153,50%;78,03%;;153,45;19330,80296;
Cas 3 gen 1989 ageLiq 64;2039;24362,73795;50;38037,54277;156,10%;78,03%;;156,13;19490,19036;
Cas 3 gen 1989 ageLiq 64;2040;24828,32638;51;39444,76213;158,90%;78,03%;;158,87;19862,66111;
Cas 3 gen 1989 ageLiq 64;2041;25885,62743;52;41844,11675;161,70%;78,03%;;161,65;20708,50195;
Cas 3 gen 1989 ageLiq 64;2042;26241,5158;53;43159,42103;164,50%;78,03%;;164,47;20993,21264;
Cas 3 gen 1989 ageLiq 64;2043;27245,10497;54;45594,68317;167,40%;78,03%;;167,35;21796,08398;
Cas 3 gen 1989 ageLiq 64;2044;27216,56191;55;46344,36162;170,30%;78,03%;;170,28;21773,24953;
Cas 3 gen 1989 ageLiq 64;2045;27704,36855;56;48000,58895;173,30%;78,03%;;173,26;22163,49484;
Cas 3 gen 1989 ageLiq 64;2046;28116,52176;57;49566,61621;176,30%;78,03%;;176,29;22493,21741;
Cas 3 gen 1989 ageLiq 64;2047;28513,87867;58;51148,19556;179,40%;78,03%;;179,38;22811,10294;
Cas 3 gen 1989 ageLiq 64;2048;28800,40277;59;52566,49514;182,50%;78,03%;;182,52;23040,32222;
Cas 3 gen 1989 ageLiq 64;2049;29135,56281;60;54107,6537;185,70%;78,03%;;185,71;23308,45025;
Cas 3 gen 1989 ageLiq 64;2050;0;61;0;189,00%;78,03%;;188,96;0;
Cas 3 gen 1989 ageLiq 64;2051;0;62;0;192,30%;78,03%;;192,27;0;
Cas 3 gen 1989 ageLiq 64;2052;0;63;0;195,60%;78,03%;;195,63;0;
Cas 3 gen 1989 ageLiq 64;2053;0;64;0;199,10%;78,03%;;199,06;0;
Cas 3 gen 1990 ageLiq 64;2014;20400,34806;24;20392,18792;100,00%;77,87%;;99,96;16320,27845;
Cas 3 gen 1990 ageLiq 64;2015;20950,24473;25;20950,24473;100,00%;77,87%;;100;16760,19579;
Cas 3 gen 1990 ageLiq 64;2016;21587,23773;26;21626,09476;100,20%;77,87%;;100,18;17269,79018;
Cas 3 gen 1990 ageLiq 64;2017;22254,69016;27;22526,19738;101,20%;77,87%;;101,22;17803,75213;
Cas 3 gen 1990 ageLiq 64;2018;22758,78125;28;23462,02759;103,10%;77,87%;;103,09;18207,025;
Cas 3 gen 1990 ageLiq 64;2019;23272,66564;29;24257,0994;104,20%;77,87%;;104,23;18618,13251;
Cas 3 gen 1990 ageLiq 64;2020;22722,40025;30;23797,16978;104,70%;77,87%;;104,73;18177,9202;
Cas 3 gen 1990 ageLiq 64;2021;23431,5759;31;24942,91255;106,50%;77,87%;;106,45;18745,26072;
Cas 3 gen 1990 ageLiq 64;2022;23506,28504;32;26329,38987;112,00%;77,87%;;112,01;18805,02803;
Cas 3 gen 1990 ageLiq 64;2023;23522,98511;33;27632,45061;117,50%;77,87%;;117,47;18818,38809;
Cas 3 gen 1990 ageLiq 64;2024;23658,16502;34;28486,7965;120,40%;77,87%;;120,41;18926,53202;
Cas 3 gen 1990 ageLiq 64;2025;23977,08383;35;29364,73457;122,50%;77,87%;;122,47;19181,66706;
Cas 3 gen 1990 ageLiq 64;2026;24244,57714;36;30211,16757;124,60%;77,87%;;124,61;19395,66171;
Cas 3 gen 1990 ageLiq 64;2027;24512,13505;37;31078,93603;126,80%;77,87%;;126,79;19609,70804;
Cas 3 gen 1990 ageLiq 64;2028;24961,22993;38;32202,48273;129,00%;77,87%;;129,01;19968,98394;
Cas 3 gen 1990 ageLiq 64;2029;25341,26823;39;33265,48281;131,30%;77,87%;;131,27;20273,01458;
Cas 3 gen 1990 ageLiq 64;2030;25635,55708;40;34238,85003;133,60%;77,87%;;133,56;20508,44566;
Cas 3 gen 1990 ageLiq 64;2031;26000,80808;41;35335,09818;135,90%;77,87%;;135,9;20800,64646;
Cas 3 gen 1990 ageLiq 64;2032;26324,77528;42;36401,89926;138,30%;77,87%;;138,28;21059,82023;
Cas 3 gen 1990 ageLiq 64;2033;26748,61884;43;37635,30671;140,70%;77,87%;;140,7;21398,89507;
Cas 3 gen 1990 ageLiq 64;2034;6792,408071;44;9724,011395;143,20%;77,87%;;143,16;5433,926457;
Cas 3 gen 1990 ageLiq 64;2035;0;45;0;145,70%;77,87%;;145,67;0;
Cas 3 gen 1990 ageLiq 64;2036;0;46;0;148,20%;77,87%;;148,22;0;
Cas 3 gen 1990 ageLiq 64;2037;6004,057431;47;9054,719012;150,80%;77,87%;;150,81;4803,245945;
Cas 3 gen 1990 ageLiq 64;2038;24066,99368;48;36930,8018;153,50%;77,87%;;153,45;19253,59494;
Cas 3 gen 1990 ageLiq 64;2039;24473,78119;49;38210,91457;156,10%;77,87%;;156,13;19579,02495;
Cas 3 gen 1990 ageLiq 64;2040;24678,53906;50;39206,79501;158,90%;77,87%;;158,87;19742,83125;
Cas 3 gen 1990 ageLiq 64;2041;25151,4557;51;40657,32815;161,70%;77,87%;;161,65;20121,16456;
Cas 3 gen 1990 ageLiq 64;2042;26223,9506;52;43130,53155;164,50%;77,87%;;164,47;20979,16048;
Cas 3 gen 1990 ageLiq 64;2043;26582,81671;53;44486,34376;167,40%;77,87%;;167,35;21266,25337;
Cas 3 gen 1990 ageLiq 64;2044;27599,52389;54;46996,46927;170,30%;77,87%;;170,28;22079,61911;
Cas 3 gen 1990 ageLiq 64;2045;27570,87658;55;47769,30076;173,30%;77,87%;;173,26;22056,70126;
Cas 3 gen 1990 ageLiq 64;2046;28065,60952;56;49476,86302;176,30%;77,87%;;176,29;22452,48761;
Cas 3 gen 1990 ageLiq 64;2047;28482,09431;57;51091,18078;179,40%;77,87%;;179,38;22785,67545;
Cas 3 gen 1990 ageLiq 64;2048;28885,3686;58;52721,57477;182,50%;77,87%;;182,52;23108,29488;
Cas 3 gen 1990 ageLiq 64;2049;29176,4802;59;54183,64138;185,70%;77,87%;;185,71;23341,18416;
Cas 3 gen 1990 ageLiq 64;2050;29515,46116;60;55772,4154;189,00%;77,87%;;188,96;23612,36893;
Cas 3 gen 1990 ageLiq 64;2051;0;61;0;192,30%;77,87%;;192,27;0;
Cas 3 gen 1990 ageLiq 64;2052;0;62;0;195,60%;77,87%;;195,63;0;
Cas 3 gen 1990 ageLiq 64;2053;0;63;0;199,10%;77,87%;;199,06;0;
Cas 3 gen 1990 ageLiq 64;2054;0;64;0;202,50%;77,87%;;202,54;0;
Cas 3 gen 1991 ageLiq 64;2015;20637,2981;24;20637,2981;100,00%;77,72%;;100;16509,83848;
Cas 3 gen 1991 ageLiq 64;2016;21170,38739;25;21208,49408;100,20%;77,72%;;100,18;16936,30991;
Cas 3 gen 1991 ageLiq 64;2017;21792,11988;26;22057,98375;101,20%;77,72%;;101,22;17433,69591;
Cas 3 gen 1991 ageLiq 64;2018;22204,19741;27;22890,30711;103,10%;77,72%;;103,09;17763,35793;
Cas 3 gen 1991 ageLiq 64;2019;22932,66775;28;23902,7196;104,20%;77,72%;;104,23;18346,1342;
Cas 3 gen 1991 ageLiq 64;2020;22330,27371;29;23386,49566;104,70%;77,72%;;104,73;17864,21897;
Cas 3 gen 1991 ageLiq 64;2021;23301,18969;30;24804,11642;106,50%;77,72%;;106,45;18640,95175;
Cas 3 gen 1991 ageLiq 64;2022;23364,96384;31;26171,096;112,00%;77,72%;;112,01;18691,97107;
Cas 3 gen 1991 ageLiq 64;2023;23434,63002;32;27528,65988;117,50%;77,72%;;117,47;18747,70401;
Cas 3 gen 1991 ageLiq 64;2024;23585,86054;33;28399,73468;120,40%;77,72%;;120,41;18868,68844;
Cas 3 gen 1991 ageLiq 64;2025;23803,50534;34;29152,15299;122,50%;77,72%;;122,47;19042,80427;
Cas 3 gen 1991 ageLiq 64;2026;24107,31359;35;30040,12346;124,60%;77,72%;;124,61;19285,85087;
Cas 3 gen 1991 ageLiq 64;2027;24323,33769;36;30839,55986;126,80%;77,72%;;126,79;19458,67015;
Cas 3 gen 1991 ageLiq 64;2028;24774,49641;37;31961,57782;129,00%;77,72%;;129,01;19819,59713;
Cas 3 gen 1991 ageLiq 64;2029;25272,51541;38;33175,23098;131,30%;77,72%;;131,27;20218,01233;
Cas 3 gen 1991 ageLiq 64;2030;25629,1053;39;34230,23304;133,60%;77,72%;;133,56;20503,28424;
Cas 3 gen 1991 ageLiq 64;2031;25896,5191;40;35193,36945;135,90%;77,72%;;135,9;20717,21528;
Cas 3 gen 1991 ageLiq 64;2032;26238,87475;41;36283,11601;138,30%;77,72%;;138,28;20991,0998;
Cas 3 gen 1991 ageLiq 64;2033;26624,73397;42;37461,00069;140,70%;77,72%;;140,7;21299,78717;
Cas 3 gen 1991 ageLiq 64;2034;27059,14575;43;38737,87306;143,20%;77,72%;;143,16;21647,3166;
Cas 3 gen 1991 ageLiq 64;2035;6872,310161;44;10010,89421;145,70%;77,72%;;145,67;5497,848129;
Cas 3 gen 1991 ageLiq 64;2036;0;45;0;148,20%;77,72%;;148,22;0;
Cas 3 gen 1991 ageLiq 64;2037;0;46;0;150,80%;77,72%;;150,81;0;
Cas 3 gen 1991 ageLiq 64;2038;6079,138296;47;9328,437715;153,50%;77,72%;;153,45;4863,310637;
Cas 3 gen 1991 ageLiq 64;2039;24376,03191;48;38058,29862;156,10%;77,72%;;156,13;19500,82553;
Cas 3 gen 1991 ageLiq 64;2040;24791,02169;49;39385,49616;158,90%;77,72%;;158,87;19832,81735;
Cas 3 gen 1991 ageLiq 64;2041;24999,71897;50;40412,04571;161,70%;77,72%;;161,65;19999,77517;
Cas 3 gen 1991 ageLiq 64;2042;25480,1833;51;41907,25748;164,50%;77,72%;;164,47;20384,14664;
Cas 3 gen 1991 ageLiq 64;2043;26565,02305;52;44456,56608;167,40%;77,72%;;167,35;21252,01844;
