id;annee;;age;remuneration;Indice.prix.base.100.2015;Taux.remplacement.liquidation;Indice;Indice.non.pct;Remu.nette.deflatee;Facteur.net
Cas 2 gen 1997 ageLiq 64;2039;28632,3;42;44704,7;156,10%;62,06%;;156,13;22905,84;
Cas 2 gen 1997 ageLiq 64;2040;29139,8;43;46293,3;158,90%;62,06%;;158,87;23311,84;
Cas 2 gen 1997 ageLiq 64;2041;29639,6;44;47911,2;161,70%;62,06%;;161,65;23711,68;
Cas 2 gen 1997 ageLiq 64;2042;30030,5;45;49392,7;164,50%;62,06%;;164,47;24024,4;
Cas 2 gen 1997 ageLiq 64;2043;30557,8;46;51139,4;167,40%;62,06%;;167,35;24446,24;
Cas 2 gen 1997 ageLiq 64;2044;31002,1;47;52790,9;170,30%;62,06%;;170,28;24801,68;
Cas 2 gen 1997 ageLiq 64;2045;31455,6;48;54500,6;173,30%;62,06%;;173,26;25164,48;
Cas 2 gen 1997 ageLiq 64;2046;31939,8;49;56308;176,30%;62,06%;;176,29;25551,84;
Cas 2 gen 1997 ageLiq 64;2047;32457,5;50;58222;179,40%;62,06%;;179,38;25966;
Cas 2 gen 1997 ageLiq 64;2048;33312,2;51;60800,7;182,50%;62,06%;;182,52;26649,76;
Cas 2 gen 1997 ageLiq 64;2049;34328,6;52;63752,4;185,70%;62,06%;;185,71;27462,88;
Cas 2 gen 1997 ageLiq 64;2050;34937,3;53;66018,3;189,00%;62,06%;;188,96;27949,84;
Cas 2 gen 1997 ageLiq 64;2051;36010,1;54;69236,2;192,30%;62,06%;;192,27;28808,08;
Cas 2 gen 1997 ageLiq 64;2052;35776,8;55;69991,5;195,60%;62,06%;;195,63;28621,44;
Cas 2 gen 1997 ageLiq 64;2053;36418,9;56;72494,5;199,10%;62,06%;;199,06;29135,12;
Cas 2 gen 1997 ageLiq 64;2054;36960,8;57;74860,7;202,50%;62,06%;;202,54;29568,64;
Cas 2 gen 1997 ageLiq 64;2055;37484,4;58;77249,9;206,10%;62,06%;;206,09;29987,52;
Cas 2 gen 1997 ageLiq 64;2056;37861,6;59;79392,6;209,70%;62,06%;;209,69;30289,28;
Cas 2 gen 1997 ageLiq 64;2057;38400,6;60;81932;213,40%;62,06%;;213,36;30720,48;
Cas 2 gen 1997 ageLiq 64;2058;38911,9;61;84475,9;217,10%;62,06%;;217,1;31129,52;
Cas 2 gen 1997 ageLiq 64;2059;39414,9;62;87065,3;220,90%;62,06%;;220,89;31531,92;
Cas 2 gen 1997 ageLiq 64;2060;39912,3;63;89706,9;224,80%;62,06%;;224,76;31929,84;
Cas 2 gen 1997 ageLiq 64;2061;40441,8;64;92487,7;228,70%;62,06%;;228,69;32353,44;
Cas 2 gen 1998 ageLiq 64;2022;20765,8;24;23259,8;112,00%;62,00%;;112,01;16612,64;
Cas 2 gen 1998 ageLiq 64;2023;21016,5;25;24688,1;117,50%;62,00%;;117,47;16813,2;
Cas 2 gen 1998 ageLiq 64;2024;21488,2;26;25873,2;120,40%;62,00%;;120,41;17190,56;
Cas 2 gen 1998 ageLiq 64;2025;22079,3;27;27039,5;122,50%;62,00%;;122,47;17663,44;
Cas 2 gen 1998 ageLiq 64;2026;22753,1;28;28352,3;124,60%;62,00%;;124,61;18202,48;
Cas 2 gen 1998 ageLiq 64;2027;23165,3;29;29371,1;126,80%;62,00%;;126,79;18532,24;
Cas 2 gen 1998 ageLiq 64;2028;23824,6;30;30735,7;129,00%;62,00%;;129,01;19059,68;
Cas 2 gen 1998 ageLiq 64;2029;24257,1;31;31841,3;131,30%;62,00%;;131,27;19405,68;
Cas 2 gen 1998 ageLiq 64;2030;24679,7;32;32962,9;133,60%;62,00%;;133,56;19743,76;
Cas 2 gen 1998 ageLiq 64;2031;25025,4;33;34009,6;135,90%;62,00%;;135,9;20020,32;
Cas 2 gen 1998 ageLiq 64;2032;25332,3;34;35029,1;138,30%;62,00%;;138,28;20265,84;
Cas 2 gen 1998 ageLiq 64;2033;25807,8;35;36311,2;140,70%;62,00%;;140,7;20646,24;
Cas 2 gen 1998 ageLiq 64;2034;26255,6;36;37587,8;143,20%;62,00%;;143,16;21004,48;
Cas 2 gen 1998 ageLiq 64;2035;26771,5;37;38997,1;145,70%;62,00%;;145,67;21417,2;
Cas 2 gen 1998 ageLiq 64;2036;27299,9;38;40462,7;148,20%;62,00%;;148,22;21839,92;
Cas 2 gen 1998 ageLiq 64;2037;27711,3;39;41791,1;150,80%;62,00%;;150,81;22169,04;
Cas 2 gen 1998 ageLiq 64;2038;28065;40;43065,3;153,50%;62,00%;;153,45;22452;
Cas 2 gen 1998 ageLiq 64;2039;28538,9;41;44558,8;156,10%;62,00%;;156,13;22831,12;
Cas 2 gen 1998 ageLiq 64;2040;29004,9;42;46078,9;158,90%;62,00%;;158,87;23203,92;
Cas 2 gen 1998 ageLiq 64;2041;29519;43;47716,4;161,70%;62,00%;;161,65;23615,2;
Cas 2 gen 1998 ageLiq 64;2042;30025,3;44;49384,1;164,50%;62,00%;;164,47;24020,24;
Cas 2 gen 1998 ageLiq 64;2043;30421,4;45;50911,2;167,40%;62,00%;;167,35;24337,12;
Cas 2 gen 1998 ageLiq 64;2044;30955,5;46;52711,6;170,30%;62,00%;;170,28;24764,4;
Cas 2 gen 1998 ageLiq 64;2045;31405,7;47;54414;173,30%;62,00%;;173,26;25124,56;
Cas 2 gen 1998 ageLiq 64;2046;31865,4;48;56176,7;176,30%;62,00%;;176,29;25492,32;
Cas 2 gen 1998 ageLiq 64;2047;32356;49;58039,9;179,40%;62,00%;;179,38;25884,8;
Cas 2 gen 1998 ageLiq 64;2048;32880,5;50;60012,9;182,50%;62,00%;;182,52;26304,4;
Cas 2 gen 1998 ageLiq 64;2049;33746,4;51;62671,2;185,70%;62,00%;;185,71;26997,12;
Cas 2 gen 1998 ageLiq 64;2050;34776,2;52;65713,9;189,00%;62,00%;;188,96;27820,96;
Cas 2 gen 1998 ageLiq 64;2051;35392,9;53;68049,6;192,30%;62,00%;;192,27;28314,32;
Cas 2 gen 1998 ageLiq 64;2052;36479,7;54;71366,5;195,60%;62,00%;;195,63;29183,76;
Cas 2 gen 1998 ageLiq 64;2053;36243,4;55;72145,2;199,10%;62,00%;;199,06;28994,72;
Cas 2 gen 1998 ageLiq 64;2054;36893,9;56;74725,1;202,50%;62,00%;;202,54;29515,12;
Cas 2 gen 1998 ageLiq 64;2055;37442,6;57;77163,8;206,10%;62,00%;;206,09;29954,08;
Cas 2 gen 1998 ageLiq 64;2056;37973,3;58;79626,9;209,70%;62,00%;;209,69;30378,64;
Cas 2 gen 1998 ageLiq 64;2057;38354,6;59;81833,8;213,40%;62,00%;;213,36;30683,68;
Cas 2 gen 1998 ageLiq 64;2058;38900,4;60;84450,9;217,10%;62,00%;;217,1;31120,32;
Cas 2 gen 1998 ageLiq 64;2059;39418,2;61;87072,6;220,90%;62,00%;;220,89;31534,56;
Cas 2 gen 1998 ageLiq 64;2060;39927,6;62;89741,3;224,80%;62,00%;;224,76;31942,08;
Cas 2 gen 1998 ageLiq 64;2061;40431,4;63;92464;228,70%;62,00%;;228,69;32345,12;
Cas 2 gen 1998 ageLiq 64;2062;40967,8;64;95330,2;232,70%;62,00%;;232,7;32774,24;
Cas 2 gen 1999 ageLiq 64;2023;20702,5;24;24319,3;117,50%;61,95%;;117,47;16562;
Cas 2 gen 1999 ageLiq 64;2024;21073,2;25;25373,6;120,40%;61,95%;;120,41;16858,56;
Cas 2 gen 1999 ageLiq 64;2025;21620,3;26;26477,5;122,50%;61,95%;;122,47;17296,24;
Cas 2 gen 1999 ageLiq 64;2026;22198,6;27;27661,4;124,60%;61,95%;;124,61;17758,88;
Cas 2 gen 1999 ageLiq 64;2027;22826,8;28;28942;126,80%;61,95%;;126,79;18261,44;
Cas 2 gen 1999 ageLiq 64;2028;23413,4;29;30205,3;129,00%;61,95%;;129,01;18730,72;
Cas 2 gen 1999 ageLiq 64;2029;24122,1;30;31664,1;131,30%;61,95%;;131,27;19297,68;
Cas 2 gen 1999 ageLiq 64;2030;24531,3;31;32764,8;133,60%;61,95%;;133,56;19625,04;
Cas 2 gen 1999 ageLiq 64;2031;24931,4;32;33881,9;135,90%;61,95%;;135,9;19945,12;
Cas 2 gen 1999 ageLiq 64;2032;25254,9;33;34922,1;138,30%;61,95%;;138,28;20203,92;
Cas 2 gen 1999 ageLiq 64;2033;25620,9;34;36048,3;140,70%;61,95%;;140,7;20496,72;
Cas 2 gen 1999 ageLiq 64;2034;26107;35;37375;143,20%;61,95%;;143,16;20885,6;
Cas 2 gen 1999 ageLiq 64;2035;26565,3;36;38696,7;145,70%;61,95%;;145,67;21252,24;
Cas 2 gen 1999 ageLiq 64;2036;27095,7;37;40160;148,20%;61,95%;;148,22;21676,56;
Cas 2 gen 1999 ageLiq 64;2037;27636,1;38;41677,7;150,80%;61,95%;;150,81;22108,88;
Cas 2 gen 1999 ageLiq 64;2038;28058;39;43054,4;153,50%;61,95%;;153,45;22446,4;
Cas 2 gen 1999 ageLiq 64;2039;28424,4;40;44380,1;156,10%;61,95%;;156,13;22739,52;
Cas 2 gen 1999 ageLiq 64;2040;28910,2;41;45928,5;158,90%;61,95%;;158,87;23128,16;
Cas 2 gen 1999 ageLiq 64;2041;29382,3;42;47495,4;161,70%;61,95%;;161,65;23505,84;
Cas 2 gen 1999 ageLiq 64;2042;29903,2;43;49183,3;164,50%;61,95%;;164,47;23922,56;
Cas 2 gen 1999 ageLiq 64;2043;30416,2;44;50902,4;167,40%;61,95%;;167,35;24332,96;
Cas 2 gen 1999 ageLiq 64;2044;30817,4;45;52476,5;170,30%;61,95%;;170,28;24653,92;
Cas 2 gen 1999 ageLiq 64;2045;31358,5;46;54332,4;173,30%;61,95%;;173,26;25086,8;
Cas 2 gen 1999 ageLiq 64;2046;31814,8;47;56087,6;176,30%;61,95%;;176,29;25451,84;
Cas 2 gen 1999 ageLiq 64;2047;32280,6;48;57904,6;179,40%;61,95%;;179,38;25824,48;
Cas 2 gen 1999 ageLiq 64;2048;32777,7;49;59825,3;182,50%;61,95%;;182,52;26222,16;
Cas 2 gen 1999 ageLiq 64;2049;33309,1;50;61859,2;185,70%;61,95%;;185,71;26647,28;
Cas 2 gen 1999 ageLiq 64;2050;34186,4;51;64599,4;189,00%;61,95%;;188,96;27349,12;
Cas 2 gen 1999 ageLiq 64;2051;35229,7;52;67735,9;192,30%;61,95%;;192,27;28183,76;
Cas 2 gen 1999 ageLiq 64;2052;35854,5;53;70143,5;195,60%;61,95%;;195,63;28683,6;
Cas 2 gen 1999 ageLiq 64;2053;36955,4;54;73562,5;199,10%;61,95%;;199,06;29564,32;
Cas 2 gen 1999 ageLiq 64;2054;36716,1;55;74365,1;202,50%;61,95%;;202,54;29372,88;
Cas 2 gen 1999 ageLiq 64;2055;37374,8;56;77024,1;206,10%;61,95%;;206,09;29899,84;
Cas 2 gen 1999 ageLiq 64;2056;37930,9;57;79538,1;209,70%;61,95%;;209,69;30344,72;
Cas 2 gen 1999 ageLiq 64;2057;38467,7;58;82075,2;213,40%;61,95%;;213,36;30774,16;
Cas 2 gen 1999 ageLiq 64;2058;38853,8;59;84349,7;217,10%;61,95%;;217,1;31083,04;
Cas 2 gen 1999 ageLiq 64;2059;39406,6;60;87046,9;220,90%;61,95%;;220,89;31525,28;
Cas 2 gen 1999 ageLiq 64;2060;39931;61;89748,9;224,80%;61,95%;;224,76;31944,8;
Cas 2 gen 1999 ageLiq 64;2061;40447;62;92499,5;228,70%;61,95%;;228,69;32357,6;
Cas 2 gen 1999 ageLiq 64;2062;40957,3;63;95305,7;232,70%;61,95%;;232,7;32765,84;
Cas 2 gen 1999 ageLiq 64;2063;41500,5;64;98259,8;236,80%;61,95%;;236,77;33200,4;
Cas 2 gen 2000 ageLiq 64;2024;20758,4;24;24994,6;120,40%;61,89%;;120,41;16606,72;
Cas 2 gen 2000 ageLiq 64;2025;21202,8;25;25966,2;122,50%;61,89%;;122,47;16962,24;
Cas 2 gen 2000 ageLiq 64;2026;21737,2;26;27086,5;124,60%;61,89%;;124,61;17389,76;
Cas 2 gen 2000 ageLiq 64;2027;22270,6;27;28236,8;126,80%;61,89%;;126,79;17816,48;
Cas 2 gen 2000 ageLiq 64;2028;23071,4;28;29764;129,00%;61,89%;;129,01;18457,12;
Cas 2 gen 2000 ageLiq 64;2029;23705,8;29;31117,7;131,30%;61,89%;;131,27;18964,64;
Cas 2 gen 2000 ageLiq 64;2030;24394,8;30;32582,4;133,60%;61,89%;;133,56;19515,84;
Cas 2 gen 2000 ageLiq 64;2031;24781,5;31;33678,2;135,90%;61,89%;;135,9;19825,2;
Cas 2 gen 2000 ageLiq 64;2032;25160;32;34790,9;138,30%;61,89%;;138,28;20128;
Cas 2 gen 2000 ageLiq 64;2033;25542,6;33;35938,1;140,70%;61,89%;;140,7;20434,08;
Cas 2 gen 2000 ageLiq 64;2034;25918;34;37104,4;143,20%;61,89%;;143,16;20734,4;
Cas 2 gen 2000 ageLiq 64;2035;26414,9;35;38477,6;145,70%;61,89%;;145,67;21131,92;
Cas 2 gen 2000 ageLiq 64;2036;26887;36;39850,7;148,20%;61,89%;;148,22;21509,6;
Cas 2 gen 2000 ageLiq 64;2037;27429,3;37;41365,9;150,80%;61,89%;;150,81;21943,44;
Cas 2 gen 2000 ageLiq 64;2038;27981,8;38;42937,6;153,50%;61,89%;;153,45;22385,44;
Cas 2 gen 2000 ageLiq 64;2039;28417,3;39;44368,9;156,10%;61,89%;;156,13;22733,84;
Cas 2 gen 2000 ageLiq 64;2040;28794,3;40;45744,3;158,90%;61,89%;;158,87;23035,44;
Cas 2 gen 2000 ageLiq 64;2041;29286,4;41;47340,4;161,70%;61,89%;;161,65;23429,12;
Cas 2 gen 2000 ageLiq 64;2042;29764,7;42;48955,5;164,50%;61,89%;;164,47;23811,76;
Cas 2 gen 2000 ageLiq 64;2043;30292,5;43;50695,4;167,40%;61,89%;;167,35;24234;
Cas 2 gen 2000 ageLiq 64;2044;30812,1;44;52467,4;170,30%;61,89%;;170,28;24649,68;
Cas 2 gen 2000 ageLiq 64;2045;31218,6;45;54089,9;173,30%;61,89%;;173,26;24974,88;
Cas 2 gen 2000 ageLiq 64;2046;31767;46;56003,4;176,30%;61,89%;;176,29;25413,6;
Cas 2 gen 2000 ageLiq 64;2047;32229,4;47;57812,7;179,40%;61,89%;;179,38;25783,52;
Cas 2 gen 2000 ageLiq 64;2048;32701,3;48;59685,8;182,50%;61,89%;;182,52;26161,04;
Cas 2 gen 2000 ageLiq 64;2049;33205;49;61665,7;185,70%;61,89%;;185,71;26564;
Cas 2 gen 2000 ageLiq 64;2050;33743,5;50;63762,4;189,00%;61,89%;;188,96;26994,8;
Cas 2 gen 2000 ageLiq 64;2051;34632,3;51;66587,1;192,30%;61,89%;;192,27;27705,84;
Cas 2 gen 2000 ageLiq 64;2052;35689,2;52;69820;195,60%;61,89%;;195,63;28551,36;
Cas 2 gen 2000 ageLiq 64;2053;36322,1;53;72301,8;199,10%;61,89%;;199,06;29057,68;
Cas 2 gen 2000 ageLiq 64;2054;37437,4;54;75826;202,50%;61,89%;;202,54;29949,92;
Cas 2 gen 2000 ageLiq 64;2055;37194,8;55;76652,9;206,10%;61,89%;;206,09;29755,84;
Cas 2 gen 2000 ageLiq 64;2056;37862,3;56;79394,1;209,70%;61,89%;;209,69;30289,84;
Cas 2 gen 2000 ageLiq 64;2057;38424,8;57;81983,8;213,40%;61,89%;;213,36;30739,84;
Cas 2 gen 2000 ageLiq 64;2058;38968,4;58;84598,6;217,10%;61,89%;;217,1;31174,72;
Cas 2 gen 2000 ageLiq 64;2059;39359,3;59;86942,6;220,90%;61,89%;;220,89;31487,44;
Cas 2 gen 2000 ageLiq 64;2060;39919,2;60;89722,4;224,80%;61,89%;;224,76;31935,36;
Cas 2 gen 2000 ageLiq 64;2061;40450,3;61;92507,3;228,70%;61,89%;;228,69;32360,24;
Cas 2 gen 2000 ageLiq 64;2062;40973;62;95342,3;232,70%;61,89%;;232,7;32778,4;
Cas 2 gen 2000 ageLiq 64;2063;41489,9;63;98234,6;236,80%;61,89%;;236,77;33191,92;
Cas 2 gen 2000 ageLiq 64;2064;42040,2;64;101279,5;240,90%;61,89%;;240,91;33632,16;
Cas 3 gen 1980 ageLiq 64;2004;19912,90689;24;17184,8;86,30%;79,89%;;86,3;15930,32552;
Cas 3 gen 1980 ageLiq 64;2005;20338,606;25;17877,6;87,90%;79,89%;;87,9;16270,8848;
Cas 3 gen 1980 ageLiq 64;2006;21072,37374;26;18824;89,30%;79,89%;;89,33;16857,89899;
Cas 3 gen 1980 ageLiq 64;2007;21746,47357;27;19715,4;90,70%;79,89%;;90,66;17397,17886;
Cas 3 gen 1980 ageLiq 64;2008;22188,6258;28;20682;93,20%;79,89%;;93,21;17750,90064;
Cas 3 gen 1980 ageLiq 64;2009;22499,37947;29;20989,7;93,30%;79,89%;;93,29;17999,50358;
Cas 3 gen 1980 ageLiq 64;2010;23151,49349;30;21926,8;94,70%;79,89%;;94,71;18521,19479;
Cas 3 gen 1980 ageLiq 64;2011;23088,42539;31;22328,8;96,70%;79,89%;;96,71;18470,74031;
Cas 3 gen 1980 ageLiq 64;2012;23122,53029;32;22798,8;98,60%;79,89%;;98,6;18498,02424;
Cas 3 gen 1980 ageLiq 64;2013;23141,81496;33;23016,8;99,50%;79,89%;;99,46;18513,45197;
Cas 3 gen 1980 ageLiq 64;2014;23250,68565;34;23241,4;100,00%;79,89%;;99,96;18600,54852;
Cas 3 gen 1980 ageLiq 64;2015;23692,25891;35;23692,3;100,00%;79,89%;;100;18953,80713;
Cas 3 gen 1980 ageLiq 64;2016;24077,53213;36;24120,9;100,20%;79,89%;;100,18;19262,02571;
Cas 3 gen 1980 ageLiq 64;2017;24494,71257;37;24793,5;101,20%;79,89%;;101,22;19595,77005;
Cas 3 gen 1980 ageLiq 64;2018;24623,34334;38;25384,2;103,10%;79,89%;;103,09;19698,67467;
Cas 3 gen 1980 ageLiq 64;2019;24878,97444;39;25931,4;104,20%;79,89%;;104,23;19903,17955;
Cas 3 gen 1980 ageLiq 64;2020;23877,54677;40;25007;104,70%;79,89%;;104,73;19102,03741;
Cas 3 gen 1980 ageLiq 64;2021;24584,36798;41;26170,1;106,50%;79,89%;;106,45;19667,49438;
Cas 3 gen 1980 ageLiq 64;2022;24594,73394;42;27548,6;112,00%;79,89%;;112,01;19675,78715;
Cas 3 gen 1980 ageLiq 64;2023;24633,85139;43;28937,4;117,50%;79,89%;;117,47;19707,08111;
Cas 3 gen 1980 ageLiq 64;2024;6200,137163;44;7465,6;120,40%;79,89%;;120,41;4960,10973;
Cas 3 gen 1980 ageLiq 64;2025;0;45;0;122,50%;79,89%;;122,47;0;
Cas 3 gen 1980 ageLiq 64;2026;0;46;0;124,60%;79,89%;;124,61;0;
Cas 3 gen 1980 ageLiq 64;2027;5365,536544;47;6803;126,80%;79,89%;;126,79;4292,429235;
Cas 3 gen 1980 ageLiq 64;2028;21469,24007;48;27697,5;129,00%;79,89%;;129,01;17175,39205;
Cas 3 gen 1980 ageLiq 64;2029;21824,14431;49;28648,6;131,30%;79,89%;;131,27;17459,31544;
Cas 3 gen 1980 ageLiq 64;2030;21971,88643;50;29345,7;133,60%;79,89%;;133,56;17577,50914;
Cas 3 gen 1980 ageLiq 64;2031;22330,27016;51;30346,8;135,90%;79,89%;;135,9;17864,21613;
Cas 3 gen 1980 ageLiq 64;2032;23192,51833;52;32070,6;138,30%;79,89%;;138,28;18554,01466;
Cas 3 gen 1980 ageLiq 64;2033;23472,4981;53;33025,8;140,70%;79,89%;;140,7;18777,99848;
Cas 3 gen 1980 ageLiq 64;2034;24336,57853;54;34840,2;143,20%;79,89%;;143,16;19469,26283;
Cas 3 gen 1980 ageLiq 64;2035;24281,20167;55;35370,4;145,70%;79,89%;;145,67;19424,96133;
Cas 3 gen 1980 ageLiq 64;2036;24694,07394;56;36601,6;148,20%;79,89%;;148,22;19755,25916;
Cas 3 gen 1980 ageLiq 64;2037;25044,13697;57;37769,1;150,80%;79,89%;;150,81;20035,30958;
Cas 3 gen 1980 ageLiq 64;2038;25385,61172;58;38954,2;153,50%;79,89%;;153,45;20308,48937;
Cas 3 gen 1980 ageLiq 64;2039;25635,95181;59;40025,4;156,10%;79,89%;;156,13;20508,76145;
Cas 3 gen 1980 ageLiq 64;2040;25931,83876;60;41197,9;158,90%;79,89%;;158,87;20745,47101;
Cas 3 gen 1980 ageLiq 64;2041;0;61;0;161,70%;79,89%;;161,65;0;
Cas 3 gen 1980 ageLiq 64;2042;0;62;0;164,50%;79,89%;;164,47;0;
Cas 3 gen 1980 ageLiq 64;2043;0;63;0;167,40%;79,89%;;167,35;0;
Cas 3 gen 1980 ageLiq 64;2044;0;64;0;170,30%;79,89%;;170,28;0;
Cas 3  gen 1981 ageLiq 64;2005;20034,79578;24;17610,58549;87,90%;79,65%;;87,9;16027,83663;
Cas 3  gen 1981 ageLiq 64;2006;20665,46544;25;18460,46027;89,30%;79,65%;;89,33;16532,37235;
Cas 3  gen 1981 ageLiq 64;2007;21294,46673;26;19305,56354;90,70%;79,65%;;90,66;17035,57339;
Cas 3  gen 1981 ageLiq 64;2008;21647,93546;27;20178,04064;93,20%;79,65%;;93,21;17318,34837;
Cas 3  gen 1981 ageLiq 64;2009;22170,67877;28;20683,02622;93,30%;79,65%;;93,29;17736,54302;
Cas 3  gen 1981 ageLiq 64;2010;22751,96197;29;21548,38318;94,70%;79,65%;;94,71;18201,56958;
Cas 3  gen 1981 ageLiq 64;2011;22959,94864;30;22204,56633;96,70%;79,65%;;96,71;18367,95891;
Cas 3  gen 1981 ageLiq 64;2012;22983,51625;31;22661,74702;98,60%;79,65%;;98,6;18386,813;
Cas 3  gen 1981 ageLiq 64;2013;23054,89159;32;22930,39517;99,50%;79,65%;;99,46;18443,91327;
Cas 3  gen 1981 ageLiq 64;2014;23179,62653;33;23170,35468;100,00%;79,65%;;99,96;18543,70122;
Cas 3  gen 1981 ageLiq 64;2015;23520,74237;34;23520,74237;100,00%;79,65%;;100;18816,59389;
Cas 3  gen 1981 ageLiq 64;2016;23941,21432;35;23984,30851;100,20%;79,65%;;100,18;19152,97146;
Cas 3  gen 1981 ageLiq 64;2017;24306,0494;36;24602,5832;101,20%;79,65%;;101,22;19444,83952;
Cas 3  gen 1981 ageLiq 64;2018;24439,13753;37;25194,30687;103,10%;79,65%;;103,09;19551,31002;
Cas 3  gen 1981 ageLiq 64;2019;24811,47587;38;25861,0013;104,20%;79,65%;;104,23;19849,18069;
Cas 3  gen 1981 ageLiq 64;2020;23871,53743;39;25000,66115;104,70%;79,65%;;104,73;19097,22995;
Cas 3  gen 1981 ageLiq 64;2021;24485,76032;40;26065,09186;106,50%;79,65%;;106,45;19588,60826;
Cas 3  gen 1981 ageLiq 64;2022;24514,47872;41;27458,66761;112,00%;79,65%;;112,01;19611,58297;
Cas 3  gen 1981 ageLiq 64;2023;24519,76096;42;28803,3632;117,50%;79,65%;;117,47;19615,80877;
Cas 3  gen 1981 ageLiq 64;2024;24699,6961;43;29740,90408;120,40%;79,65%;;120,41;19759,75688;
Cas 3  gen 1981 ageLiq 64;2025;6238,226757;44;7639,956309;122,50%;79,65%;;122,47;4990,581405;
Cas 3  gen 1981 ageLiq 64;2026;0;45;0;124,60%;79,65%;;124,61;0;
Cas 3  gen 1981 ageLiq 64;2027;0;46;0;126,80%;79,65%;;126,79;0;
Cas 3  gen 1981 ageLiq 64;2028;5422,965627;47;6996,167955;129,00%;79,65%;;129,01;4338,372501;
Cas 3  gen 1981 ageLiq 64;2029;21736,97778;48;28534,13074;131,30%;79,65%;;131,27;17389,58223;
Cas 3  gen 1981 ageLiq 64;2030;22072,03237;49;29479,40643;133,60%;79,65%;;133,56;17657,62589;
Cas 3  gen 1981 ageLiq 64;2031;22195,55341;50;30163,75709;135,90%;79,65%;;135,9;17756,44273;
Cas 3  gen 1981 ageLiq 64;2032;22534,72893;51;31161,02316;138,30%;79,65%;;138,28;18027,78314;
Cas 3  gen 1981 ageLiq 64;2033;23456,78639;52;33003,69845;140,70%;79,65%;;140,7;18765,42911;
Cas 3  gen 1981 ageLiq 64;2034;23744,99225;53;33993,33091;143,20%;79,65%;;143,16;18995,9938;
Cas 3  gen 1981 ageLiq 64;2035;24622,86043;54;35868,12079;145,70%;79,65%;;145,67;19698,28835;
Cas 3  gen 1981 ageLiq 64;2036;24575,08691;55;36425,19381;148,20%;79,65%;;148,22;19660,06953;
Cas 3  gen 1981 ageLiq 64;2037;24998,78808;56;37700,6723;150,80%;79,65%;;150,81;19999,03046;
Cas 3  gen 1981 ageLiq 64;2038;25357,31444;57;38910,799;153,50%;79,65%;;153,45;20285,85155;
Cas 3  gen 1981 ageLiq 64;2039;25711,58199;58;40143,49296;156,10%;79,65%;;156,13;20569,26559;
Cas 3  gen 1981 ageLiq 64;2040;25968,2569;59;41255,76974;158,90%;79,65%;;158,87;20774,60552;
Cas 3  gen 1981 ageLiq 64;2041;26269,32979;60;42464,37161;161,70%;79,65%;;161,65;21015,46383;
Cas 3  gen 1981 ageLiq 64;2042;0;61;0;164,50%;79,65%;;164,47;0;
Cas 3  gen 1981 ageLiq 64;2043;0;62;0;167,40%;79,65%;;167,35;0;
Cas 3  gen 1981 ageLiq 64;2044;0;63;0;170,30%;79,65%;;170,28;0;
Cas 3  gen 1981 ageLiq 64;2045;0;64;0;173,30%;79,65%;;173,26;0;
Cas 3 gen 1982 ageLiq 64;2006;20356,77273;24;18184,70508;89,30%;79,42%;;89,33;16285,41818;
Cas 3 gen 1982 ageLiq 64;2007;20883,26981;25;18932,77241;90,70%;79,42%;;90,66;16706,61585;
Cas 3 gen 1982 ageLiq 64;2008;21197,97676;26;19758,63414;93,20%;79,42%;;93,21;16958,38141;
Cas 3 gen 1982 ageLiq 64;2009;21630,42576;27;20179,02419;93,30%;79,42%;;93,29;17304,34061;
Cas 3 gen 1982 ageLiq 64;2010;22419,57121;28;21233,57589;94,70%;79,42%;;94,71;17935,65697;
Cas 3 gen 1982 ageLiq 64;2011;22563,72267;29;21821,37619;96,70%;79,42%;;96,71;18050,97813;
Cas 3 gen 1982 ageLiq 64;2012;22855,62328;30;22535,64456;98,60%;79,42%;;98,6;18284,49863;
Cas 3 gen 1982 ageLiq 64;2013;22916,28419;31;22792,53626;99,50%;79,42%;;99,46;18333,02735;
Cas 3 gen 1982 ageLiq 64;2014;23092,56113;32;23083,3241;100,00%;79,42%;;99,96;18474,0489;
Cas 3 gen 1982 ageLiq 64;2015;23448,85789;33;23448,85789;100,00%;79,42%;;100;18759,08631;
Cas 3 gen 1982 ageLiq 64;2016;23767,8955;34;23810,67771;100,20%;79,42%;;100,18;19014,3164;
Cas 3 gen 1982 ageLiq 64;2017;24168,43782;35;24463,29276;101,20%;79,42%;;101,22;19334,75025;
Cas 3 gen 1982 ageLiq 64;2018;24250,90241;36;25000,25529;103,10%;79,42%;;103,09;19400,72193;
Cas 3 gen 1982 ageLiq 64;2019;24625,86265;37;25667,53664;104,20%;79,42%;;104,23;19700,69012;
Cas 3 gen 1982 ageLiq 64;2020;23806,77211;38;24932,83243;104,70%;79,42%;;104,73;19045,41769;
Cas 3 gen 1982 ageLiq 64;2021;24479,59792;39;26058,53199;106,50%;79,42%;;106,45;19583,67834;
Cas 3 gen 1982 ageLiq 64;2022;24416,15139;40;27348,53117;112,00%;79,42%;;112,01;19532,92111;
Cas 3 gen 1982 ageLiq 64;2023;24439,75038;41;28709,37477;117,50%;79,42%;;117,47;19551,8003;
Cas 3 gen 1982 ageLiq 64;2024;24585,30071;42;29603,16059;120,40%;79,42%;;120,41;19668,24057;
